,conditioning,velmag,nflies_close,dcenter,Grooming,Chase,anglesub,Chain,Aggregation
656,Grouped,0.630386255271625,-0.27450368911988726,-0.0022203309292329974,0.2593367414199692,1.3451912094578862,0.1349071913021333,-0.10625596715107608,-0.6557635608222587
457,Grouped,-1.861386605775046,2.0850926143558874,-2.649417515236334,2.223660686619386,-0.3723238500814241,2.101821680527458,1.1678689213589664,3.5542622241833883
741,Grouped,-0.7335483761540184,-0.3432754503279626,-0.46549233093661224,-0.1300721840249587,-0.41923982396014625,-0.5167130498700961,-0.746626553716991,0.7763947004856968
1027,Grouped,2.126626171014036,0.9147788247313428,-0.7271901320682108,-1.606664483121787,4.501008853417337,1.507619331861946,1.3620660355865213,-0.7483746187299346
1162,Grouped,-0.2957341810232493,-0.6084808309237618,0.7995512328289686,0.2722400472351637,-0.487340544830051,-0.6172357366141682,-0.577955138368637,-0.5030563822317291
1860,Rejected,-0.06555771584088146,0.22654433231979415,0.9730556408093414,-0.5262946094364043,-0.3273125811089681,0.33424893483953666,0.25636896398370895,-0.16858175112333487
1573,Grouped_Starved,-0.8913256493191696,-0.6656270248069408,-0.182320324663105,1.4800459115949745,-0.6537166400422666,-0.7744247024977212,-0.8531412422235669,-0.05039311348997602
190,Grouped,-1.7337247829292806,1.2469143963940712,-2.1241744999098984,0.6429481519588052,-0.7095520548327738,0.38538493528091056,1.3818922294969251,3.3946957585389135
1449,Single,2.0319995018135746,-0.1891640030228412,-0.3069924769497941,-1.7972689000492281,2.8181294516314552,0.40253803835566954,0.374899126853626,-0.9166038798833278
1685,Mated,-1.592153370114212,1.0378831963371253,-0.48994965870111185,2.1267958957124122,-0.6557053199622479,0.3473733285059093,1.6308417146342191,1.6389088014025173
332,Grouped,-1.034853238506366,0.1519867282266273,-0.9828304633452025,0.5340515825114768,-0.5035065321104003,0.8425798851302395,-0.41398646593121957,1.580058338206833
128,Males_Grouped_and_Female,-1.4503047404096185,3.1183062777430566,-2.3249015917674534,1.5068746845658503,-0.4381919389509091,1.1844153335923944,1.9396888790657132,2.331155467383561
309,Grouped,-1.1376968488371433,-0.5358139622420256,0.7823796270895748,0.4328975940354507,-0.49065725181341635,-0.5346716817858852,-0.768204725882346,-0.2973911586898763
1367,Single,2.91258953270322,0.0996356826378976,-0.3989816328434444,-1.8230635491416647,1.8991803514324688,0.6774551135542086,0.8661820632217583,-0.9183024415797877
1399,Single,1.5823264820222798,-0.15531191851403717,-0.0958164722983544,-1.2260562934378945,0.41608990734384976,-0.11653168359840346,-0.10684779383496837,-0.7551717605947184
1013,Grouped,0.402943252511851,-0.5997472196251363,0.9516114381002717,-0.44361715336180235,0.6204475254771054,-0.47456436089823745,-0.36606788137993657,-0.7188495337547809
69,Males_Grouped_and_Female,0.34683736174498947,-0.6328898293089057,0.43498878797401025,-0.15871160158895609,-0.29413656879140093,-0.7074905300165705,-0.6442264228094705,-0.49263215606745336
16,Males_Grouped_and_Female,-1.4228949073612471,1.5784481525204517,-1.4554601509825338,-0.2563983175116762,-0.22048046967580087,1.1711527005381326,1.9684731609335357,0.7868020530796916
301,Grouped,-0.6762920252451613,-0.28413912502996197,0.8655217348495536,0.9184452727909075,-0.3661373593149821,-0.6228369323998618,-0.43972266799458726,0.04843264540300198
806,Grouped,2.187360135504674,1.7430311784740464,0.4209991305847833,-0.7853979146232722,8.321365610209286,2.3292541969233596,3.970292803553719,-0.8896330797833422
740,Grouped,-0.03414168595642808,-0.33466103696217275,-0.060671200158494316,-0.5576991588706535,-0.048520129452265845,-0.28327642998174196,-0.7294648510742566,0.11605879814431101
709,Grouped,-0.17205566496365277,-0.7994238407031525,0.6028888296798766,0.854643108686756,-0.49069054564797365,-0.8280820644940584,-0.7377424251911643,-0.42149370058250907
28,Males_Grouped_and_Female,-0.2555175788979436,0.1230049199924802,0.06775181306142146,-0.05640187779702149,-0.03506024416344766,0.16998865944844876,0.2784313773791294,-0.18612354010237153
1270,Single,1.048742006098538,-0.5170427257353628,0.4604290616579905,-0.8914974901965587,0.5992300678567135,-0.21475723805864497,-0.3145789598812789,-0.8401360339045122
303,Grouped,-0.3850719694847691,-0.6250100382575771,0.8714451493797302,0.15558479606583722,-0.45603737138784145,-0.6957912466909403,-0.6359241133815995,-0.16197182508470886
1220,Single,0.1450325207946548,0.0010766036329264094,-0.9687628381723254,0.8219401149137774,1.543965286112092,0.8300680873426814,0.3346549123489277,-0.5739854477615814
1033,Grouped,2.7550236915411728,0.5661226249999445,-0.4715635413622001,-1.9668507709920215,2.5021010039171854,0.5343855196949299,0.7116485099885288,-0.8210190724098084
1481,Grouped_Starved,-0.7477941517798975,-0.7707530453503553,-0.08446499901020707,0.10015769475432702,-0.530902382546857,-0.5851565000951385,-0.819415844236176,-0.41174265483682443
888,Grouped,-1.4731944772649257,1.2360853994291594,-1.5068633866629282,1.3685752705108392,-0.23832381736457428,1.0071965587167644,2.3384587485254826,1.1549600056688272
